"Definiton","Users who have initiated at least one session during the date range. ","","","","","","","","","","","","","",""
"Day Index","Users","Direct Users","Organic Search","Referral Users","Paid search","Social","Page Views","Sessions","Unique Purchases","Revenue USD","Transactions","Avg. Order Value USD","E-commerce Conversion Rate","",""
"11/02/2021","2,116","1,827","12","6","139","0","11,280","2,350","22","402.8","12","34","0.51%","",""
"12/02/2021","1,788","1,561","7","6","122","1","9,300","1,948","9","102.8","5","21","0.26%","",""
"13/02/2021","1,328","1,140","3","3","118","0","6,495","1,441","2","40","1","40","0.07%","",""
"14/02/2021","1,354","1,185","2","1","82","1","6,693","1,486","1","16","1","16","0.07%","",""
"15/02/2021","1,735","1,512","6","3","93","0","8,019","1,917","13","178.64","7","26","0.37%","",""
"16/02/2021","2,186","1,926","5","7","116","0","10,107","2,438","40","496.32","17","29","0.70%","",""
"17/02/2021","2,415","2,134","6","9","119","0","11,779","2,710","6","170.16","4","43","0.15%","",""
"18/02/2021","2,329","2,118","11","3","105","0","11,150","2,624","9","230.5","6","38","0.23%","",""
"19/02/2021","1,962","1,765","6","3","115","0","9,918","2,176","12","258.14","10","26","0.46%","",""
"20/02/2021","1,341","1,206","2","0","76","0","6,198","1,467","1","240","1","240","0.07%","",""
"21/02/2021","1,431","1,284","3","1","87","0","6,347","1,590","8","154.2","8","19","0.50%","",""
"22/02/2021","2,213","2,006","5","6","128","0","12,204","2,448","24","1,208.17","10","121","0.41%","",""
"23/02/2021","2,262","2,061","6","3","105","0","10,852","2,513","7","477","5","95","0.20%","",""
"24/02/2021","2,308","2,101","6","5","123","0","11,762","2,581","33","718.78","11","65","0.43%","",""
"25/02/2021","2,430","2,295","4","3","72","0","13,140","2,712","11","126.08","7","18","0.26%","",""
"26/02/2021","2,159","2,095","4","2","20","0","10,982","2,372","13","331","7","47","0.30%","",""
"27/02/2021","3,526","3,496","2","0","12","0","16,431","3,784","8","157.25","5","31","0.13%","",""
"28/02/2021","2,165","2,125","1","3","22","0","10,000","2,356","7","146.16","4","37","0.17%","",""
"01/03/2021","3,086","3,017","6","6","22","0","14,001","3,372","23","1,315.56","18","73","0.53%","",""
"02/03/2021","3,415","3,337","9","5","24","0","14,873","3,743","15","441.28","8","55","0.21%","",""
"03/03/2021","2,999","2,919","3","7","28","0","13,721","3,284","12","178.12","10","18","0.30%","",""
"04/03/2021","2,560","2,492","5","3","25","0","12,132","2,806","11","1,764.90","9","196","0.32%","",""
"05/03/2021","2,128","2,070","3","0","24","0","10,510","2,353","14","312.8","8","39","0.34%","",""
"06/03/2021","1,581","1,536","1","0","18","0","6,758","1,730","3","41.6","4","10","0.23%","",""
"07/03/2021","1,778","1,741","2","1","16","0","7,353","1,914","5","41.2","3","14","0.16%","",""
"08/03/2021","2,346","2,281","5","7","23","0","10,804","2,603","11","226.4","10","23","0.38%","",""
"09/03/2021","2,499","2,444","8","4","22","0","11,013","2,717","19","227.4","13","17","0.48%","",""
"10/03/2021","2,782","2,728","5","2","15","0","12,254","3,013","7","93.08","4","23","0.13%","",""
"11/03/2021","2,754","2,680","3","10","23","0","14,754","3,036","26","793.7","10","79","0.33%","",""
"12/03/2021","2,167","2,122","5","1","21","0","10,895","2,371","122","2,408.57","35","69","1.48%","",""
"13/03/2021","1,601","1,547","0","0","8","0","6,073","1,734","53","1,187.45","15","79","0.87%","",""
"14/03/2021","1,519","1,469","2","0","11","0","5,857","1,680","26","482.44","11","44","0.65%","",""
"15/03/2021","2,485","2,428","4","4","20","0","12,164","2,731","142","3,944.16","60","66","2.20%","",""
"16/03/2021","2,568","2,518","8","0","19","0","12,953","2,822","200","4,468.76","85","53","3.01%","",""
"17/03/2021","2,716","2,648","5","4","15","0","12,620","2,969","177","3,761.51","57","66","1.92%","",""
"18/03/2021","2,598","2,547","4","4","17","0","12,458","2,843","283","5,871.94","75","78","2.64%","",""
"19/03/2021","2,176","2,125","5","2","16","0","11,668","2,352","294","5,975.84","128","47","5.44%","",""
"20/03/2021","1,619","1,595","5","0","5","0","6,569","1,764","100","1,934.83","30","64","1.70%","",""
"21/03/2021","1,735","1,701","3","0","4","0","7,511","1,880","96","2,033.76","30","68","1.60%","",""
"22/03/2021","2,421","2,348","3","3","17","0","12,383","2,675","433","6,666.86","101","66","3.78%","",""
"23/03/2021","2,711","2,664","2","0","9","0","11,371","3,003","121","3,277.90","45","73","1.50%","",""
"24/03/2021","2,697","2,632","4","2","14","0","13,363","2,976","299","13,709.46","102","134","3.43%","",""
"25/03/2021","2,520","2,473","1","1","10","0","11,582","2,752","286","7,248.51","105","69","3.82%","",""
"26/03/2021","2,021","1,975","1","0","7","0","8,241","2,193","96","2,509.30","37","68","1.69%","",""
"27/03/2021","1,709","1,680","0","0","5","0","6,339","1,826","57","1,137.02","13","87","0.71%","",""
"28/03/2021","1,696","1,655","1","1","7","0","7,320","1,858","134","2,430.60","37","66","1.99%","",""
"29/03/2021","2,508","2,430","4","2","15","0","13,518","2,768","213","4,360.42","69","63","2.49%","",""
"30/03/2021","2,435","2,359","6","2","10","0","11,537","2,704","190","4,536.36","72","63","2.66%","",""
"31/03/2021","2,650","2,602","2","5","7","0","13,715","2,935","226","5,087.38","93","55","3.17%","",""
"01/04/2021","2,547","2,482","4","1","11","0","12,782","2,778","235","4,320.23","77","56","2.77%","",""
"02/04/2021","2,003","1,934","1","2","14","0","10,786","2,200","170","3,322.10","58","57","2.64%","",""
"03/04/2021","1,574","1,521","0","0","10","0","7,051","1,721","83","1,256.95","20","63","1.16%","",""
"04/04/2021","1,587","1,547","0","1","4","0","6,869","1,725","95","2,824.08","30","94","1.74%","",""
"05/04/2021","2,303","2,227","0","0","31","0","11,942","2,537","184","3,547.30","63","56","2.48%","",""
"06/04/2021","2,613","2,529","0","0","29","0","12,624","2,886","262","7,356.42","67","110","2.32%","",""
"07/04/2021","2,696","2,646","1","0","29","0","12,622","2,974","198","4,415.28","61","72","2.05%","",""
"08/04/2021","2,659","2,583","0","0","38","0","13,169","2,960","230","5,933.28","80","74","2.70%","",""
"09/04/2021","2,341","2,291","0","0","25","0","11,359","2,563","170","3,792.25","52","73","2.03%","",""
"10/04/2021","1,796","1,740","1","0","23","0","7,345","1,946","74","1,394.47","23","61","1.18%","",""
"11/04/2021","1,743","1,676","0","0","17","0","6,502","1,889","53","1,063.65","18","59","0.95%","",""
"12/04/2021","2,651","2,571","0","0","34","0","11,949","2,952","159","3,579.70","67","53","2.27%","",""
"13/04/2021","2,721","2,659","0","0","40","0","15,103","3,036","299","6,635.87","113","59","3.72%","",""
"14/04/2021","2,653","2,590","0","0","45","0","12,719","2,945","152","3,157.26","52","61","1.77%","",""
"15/04/2021","2,757","2,711","0","0","34","0","11,427","2,984","146","4,078.05","63","65","2.11%","",""
"16/04/2021","2,635","2,582","0","0","39","0","12,250","2,857","286","5,668.98","77","74","2.70%","",""
"17/04/2021","1,752","1,716","0","0","30","0","7,777","1,933","82","1,273.12","25","51","1.29%","",""
"18/04/2021","1,718","1,674","0","0","36","0","6,978","1,872","68","2,269.70","17","134","0.91%","",""
"19/04/2021","2,892","2,850","0","0","20","0","12,963","3,107","217","4,177.97","70","60","2.25%","",""
"20/04/2021","2,877","2,831","0","0","31","0","11,898","3,117","220","7,036.58","82","86","2.63%","",""
"21/04/2021","2,908","2,876","0","0","17","0","12,840","3,186","223","5,131.06","61","84","1.91%","",""
"22/04/2021","3,155","3,104","0","0","31","0","16,393","3,460","378","10,361.19","105","99","3.03%","",""
"23/04/2021","2,404","2,364","0","0","27","0","11,074","2,597","182","3,196.60","66","48","2.54%","",""
"24/04/2021","1,590","1,556","0","0","24","0","6,546","1,729","126","2,337.58","20","117","1.16%","",""
"25/04/2021","1,727","1,689","0","0","31","0","6,716","1,854","83","1,495.48","22","68","1.19%","",""
"26/04/2021","2,780","2,731","0","0","32","0","11,477","3,013","243","2,900.01","65","45","2.16%","",""
"27/04/2021","2,911","2,849","0","0","34","0","13,242","3,162","270","5,525.54","99","56","3.13%","",""
"28/04/2021","3,045","2,974","0","0","18","0","15,321","3,322","315","5,875.88","115","51","3.46%","",""
"29/04/2021","2,832","2,754","0","0","33","0","14,168","3,117","257","5,077.08","95","53","3.05%","",""
"30/04/2021","1,935","1,872","0","0","25","0","11,095","2,111","246","4,961.60","81","61","3.84%","",""
"01/05/2021","1,331","1,288","0","0","23","0","6,194","1,423","76","1,708.20","28","61","1.97%","",""
"02/05/2021","1,429","1,381","0","0","27","0","6,545","1,555","113","1,929.68","31","62","1.99%","",""
"03/05/2021","2,194","2,153","0","0","18","0","11,755","2,400","290","8,359.23","103","81","4.29%","",""
"04/05/2021","2,399","2,346","0","0","30","0","11,706","2,631","290","5,354.34","91","59","3.46%","",""
"05/05/2021","2,444","2,381","0","0","29","0","12,171","2,668","244","5,065.27","73","69","2.74%","",""
"06/05/2021","2,451","2,404","0","0","26","0","14,031","2,727","288","5,412.16","102","53","3.74%","",""
"07/05/2021","2,127","2,083","0","0","20","0","11,679","2,362","243","5,848.37","73","80","3.09%","",""
"08/05/2021","1,370","1,330","0","0","19","0","6,268","1,499","90","1,736.65","22","79","1.47%","",""
"09/05/2021","1,412","1,348","0","0","23","0","6,787","1,539","91","2,378.66","29","82","1.88%","",""
"10/05/2021","2,484","2,418","0","0","22","0","13,647","2,717","242","5,567.03","81","69","2.98%","",""
"11/05/2021","2,545","2,478","0","0","24","0","13,878","2,814","227","5,019.69","81","62","2.88%","",""
"12/05/2021","2,458","2,409","0","0","21","0","13,381","2,748","210","4,817.53","67","72","2.44%","",""
"13/05/2021","2,144","2,105","0","0","16","0","12,193","2,403","232","4,987.18","79","63","3.29%","",""
"14/05/2021","1,987","1,943","1","2","26","0","10,600","2,210","188","5,289.82","63","84","2.85%","",""
"15/05/2021","1,401","1,369","3","0","17","0","7,023","1,554","85","1,650.46","29","57","1.87%","",""
"16/05/2021","1,599","1,550","1","1","31","0","7,114","1,780","114","1,816.36","30","61","1.69%","",""
"17/05/2021","2,314","2,273","0","0","21","0","12,711","2,587","245","6,514.05","78","84","3.02%","",""
"18/05/2021","2,530","2,476","0","0","32","0","14,164","2,787","301","6,069.39","98","62","3.52%","",""
"19/05/2021","2,372","2,319","0","0","23","0","12,451","2,643","267","5,179.25","84","62","3.18%","",""
"20/05/2021","2,534","2,485","0","0","34","0","14,173","2,799","253","5,531.66","94","59","3.36%","",""
"21/05/2021","2,146","2,109","0","0","22","0","12,348","2,369","212","6,548.05","78","84","3.29%","",""
"22/05/2021","1,315","1,281","1","0","23","0","6,372","1,422","104","2,599.95","26","100","1.83%","",""
"23/05/2021","1,454","1,413","0","0","24","0","7,736","1,582","69","1,398.88","17","82","1.07%","",""
"24/05/2021","2,178","2,141","0","0","23","0","11,403","2,395","206","4,647.42","56","83","2.34%","",""
"25/05/2021","2,566","2,503","0","0","35","0","15,165","2,835","342","13,124.04","98","134","3.46%","",""
"26/05/2021","2,478","2,429","0","0","30","0","13,582","2,721","234","6,117.76","76","81","2.79%","",""
"27/05/2021","2,359","2,308","0","0","28","0","13,642","2,676","288","8,204.14","107","77","4.00%","",""
"28/05/2021","1,613","1,588","0","0","17","0","8,274","1,771","94","1,666.68","36","46","2.03%","",""
"29/05/2021","1,319","1,283","0","0","25","0","6,943","1,452","111","1,821.77","32","57","2.20%","",""
"30/05/2021","1,363","1,338","0","0","11","0","7,444","1,504","87","2,336.82","20","117","1.33%","",""
"31/05/2021","1,622","1,594","0","0","20","0","8,284","1,765","140","2,812.94","36","78","2.04%","",""
"01/06/2021","2,400","2,342","0","0","37","0","15,976","2,700","407","9,503.86","145","66","5.37%","",""
"02/06/2021","2,299","2,255","0","0","33","0","12,887","2,552","310","5,428.04","82","66","3.21%","",""
"03/06/2021","2,566","2,519","0","0","33","0","16,226","2,907","427","10,837.96","128","85","4.40%","",""
"04/06/2021","2,139","2,105","0","0","24","0","12,576","2,402","367","5,992.13","111","54","4.62%","",""
"05/06/2021","1,414","1,377","0","0","30","0","7,193","1,559","58","1,374.72","18","76","1.15%","",""
"06/06/2021","1,527","1,496","0","0","29","0","7,405","1,660","122","2,213.61","38","58","2.29%","",""
"07/06/2021","2,351","2,317","0","0","21","0","14,368","2,607","320","7,039.04","98","72","3.76%","",""
"08/06/2021","2,545","2,509","0","0","27","0","15,465","2,832","373","8,484.87","111","76","3.92%","",""
"09/06/2021","2,298","2,264","0","0","26","0","13,130","2,572","231","5,158.54","69","75","2.68%","",""
"10/06/2021","2,296","2,250","0","0","37","0","12,337","2,551","202","4,432.57","63","70","2.47%","",""
"11/06/2021","1,981","1,936","0","0","29","0","11,382","2,163","292","7,178.99","77","93","3.56%","",""
"12/06/2021","1,346","1,301","0","0","25","0","5,911","1,454","35","706.48","17","42","1.17%","",""
"13/06/2021","1,489","1,435","0","0","22","0","6,589","1,613","112","2,090.87","28","75","1.74%","",""
"14/06/2021","2,231","2,183","0","1","26","0","12,727","2,451","348","5,894.51","94","63","3.84%","",""
"15/06/2021","2,446","2,389","0","0","38","0","13,445","2,723","229","4,743.14","69","69","2.53%","",""
"16/06/2021","2,358","2,322","0","0","22","0","12,172","2,601","213","4,944.30","67","74","2.58%","",""
"17/06/2021","2,475","2,423","0","0","18","0","14,823","2,717","331","6,166.76","77","80","2.83%","",""
"18/06/2021","1,855","1,804","0","0","30","0","11,281","2,056","241","6,658.34","83","80","4.04%","",""
"19/06/2021","1,321","1,279","0","0","30","0","6,350","1,428","107","1,815.36","28","65","1.96%","",""
"20/06/2021","1,489","1,447","0","0","21","0","6,757","1,621","101","2,037.25","27","75","1.67%","",""
"21/06/2021","2,282","2,256","0","0","15","0","14,290","2,518","267","5,480.78","115","48","4.57%","",""
"22/06/2021","2,280","2,241","0","0","23","0","12,386","2,467","245","5,746.80","88","65","3.57%","",""
"23/06/2021","2,289","2,241","0","0","24","0","12,136","2,561","174","3,750.48","47","80","1.84%","",""
"24/06/2021","2,147","2,102","0","0","25","0","12,500","2,411","217","8,015.99","82","98","3.40%","",""
"25/06/2021","1,887","1,854","0","0","25","0","12,957","2,087","295","5,227.28","86","61","4.12%","",""
"26/06/2021","1,305","1,256","0","0","29","0","6,221","1,434","64","1,541.55","21","73","1.46%","",""
"27/06/2021","1,371","1,337","0","0","28","0","6,554","1,483","99","2,080.12","22","95","1.48%","",""
"28/06/2021","2,314","2,277","0","0","26","0","13,637","2,541","250","4,970.06","72","69","2.83%","",""
"29/06/2021","2,557","2,522","0","0","19","0","16,882","2,772","871","9,017.84","247","37","8.91%","",""
"30/06/2021","2,177","2,146","0","0","11","0","13,449","2,398","258","4,570.57","77","59","3.21%","",""
"01/07/2021","2,047","2,006","0","0","27","0","12,231","2,250","246","5,141.78","79","65","3.51%","",""
"02/07/2021","1,835","1,796","0","0","19","0","10,008","1,982","233","3,420.60","55","62","2.77%","",""
"03/07/2021","1,144","1,116","0","0","22","0","5,301","1,218","74","1,196.60","22","54","1.81%","",""
"04/07/2021","1,367","1,341","0","0","19","0","5,690","1,465","84","1,942.33","22","88","1.50%","",""
"05/07/2021","1,627","1,589","0","0","21","0","7,620","1,770","101","2,030.74","26","78","1.47%","",""
"06/07/2021","1,800","1,738","0","0","27","0","8,783","1,978","201","3,165.03","48","66","2.43%","",""
"07/07/2021","2,118","2,060","0","0","31","0","11,199","2,317","270","3,838.42","75","51","3.24%","",""
"08/07/2021","2,662","2,585","0","0","50","0","17,823","2,910","663","8,266.09","196","42","6.74%","",""
"09/07/2021","2,002","1,954","0","0","23","0","12,197","2,182","325","6,240.98","97","64","4.45%","",""
"10/07/2021","1,294","1,250","0","0","23","0","6,096","1,397","69","1,114.37","19","59","1.36%","",""
"11/07/2021","1,341","1,307","0","0","21","0","6,161","1,437","89","1,485.96","24","62","1.67%","",""
"12/07/2021","2,179","2,138","0","0","24","0","12,096","2,376","355","7,724.82","88","88","3.70%","",""
"13/07/2021","2,309","2,254","0","0","27","0","13,451","2,569","392","11,879.81","100","119","3.89%","",""
"14/07/2021","2,332","2,242","0","0","24","0","12,219","2,545","283","7,690.34","86","89","3.38%","",""
"15/07/2021","3,360","3,309","0","0","31","0","21,361","3,657","624","12,215.94","190","64","5.20%","",""
"16/07/2021","2,475","2,421","0","0","25","0","16,019","2,773","414","6,644.41","119","56","4.29%","",""
"17/07/2021","1,414","1,350","0","0","30","0","7,075","1,548","98","1,751.25","34","52","2.20%","",""
"18/07/2021","1,503","1,451","0","0","20","0","7,634","1,633","67","1,433.64","24","60","1.47%","",""
"19/07/2021","4,094","4,020","0","0","42","0","25,186","4,503","508","9,109.56","180","51","4.00%","",""
"20/07/2021","3,291","3,231","0","0","31","0","19,867","3,670","385","7,444.98","126","59","3.43%","",""
"21/07/2021","3,127","3,053","0","0","42","0","18,678","3,451","327","6,647.77","109","61","3.16%","",""
"22/07/2021","3,229","3,182","0","0","31","0","19,980","3,536","457","9,212.30","141","65","3.99%","",""
"23/07/2021","2,008","1,961","0","0","31","0","12,553","2,198","300","6,496.54","100","65","4.55%","",""
"24/07/2021","1,343","1,295","0","0","23","0","6,313","1,444","75","1,751.52","30","58","2.08%","",""
"25/07/2021","1,384","1,334","0","0","33","0","6,660","1,476","62","1,239.44","18","69","1.22%","",""
"26/07/2021","2,915","2,862","0","0","24","0","17,349","3,216","377","7,292.86","136","54","4.23%","",""
"27/07/2021","2,390","2,332","0","0","21","0","13,790","2,651","307","6,012.88","94","64","3.55%","",""
"28/07/2021","2,372","2,331","0","0","20","0","14,013","2,615","201","3,997.51","59","68","2.26%","",""
"29/07/2021","2,315","2,273","0","0","19","0","13,130","2,530","228","5,241.98","64","82","2.53%","",""
"30/07/2021","1,822","1,781","0","0","26","0","12,145","2,001","226","5,003.54","72","69","3.60%","",""
"31/07/2021","1,131","1,111","0","0","9","0","6,064","1,218","132","2,549.40","31","82","2.55%","",""
"01/08/2021","1,420","1,378","0","0","27","0","6,493","1,518","71","1,321.24","22","60","1.45%","",""
"02/08/2021","2,505","2,462","0","0","27","0","13,688","2,733","195","3,657.96","59","62","2.16%","",""
"03/08/2021","2,545","2,493","0","0","21","0","15,694","2,776","312","7,010.46","103","68","3.71%","",""
"04/08/2021","2,518","2,473","0","0","29","0","15,540","2,780","274","6,794.22","87","78","3.13%","",""
"05/08/2021","2,502","2,469","0","0","21","0","16,193","2,787","263","6,979.52","96","73","3.44%","",""
"06/08/2021","2,066","2,026","0","0","28","0","14,053","2,273","221","4,751.81","71","67","3.12%","",""
"07/08/2021","1,284","1,240","0","0","29","0","6,550","1,384","95","2,312.98","32","72","2.31%","",""
"08/08/2021","1,409","1,381","0","0","20","0","7,178","1,503","120","1,864.61","28","67","1.86%","",""
"09/08/2021","2,309","2,277","0","0","22","0","15,266","2,578","294","5,932.96","84","71","3.26%","",""
"10/08/2021","2,242","2,189","0","0","30","0","14,406","2,480","267","7,437.71","84","89","3.39%","",""
"11/08/2021","2,099","2,042","0","0","31","0","11,980","2,291","209","7,492.98","62","121","2.71%","",""
"12/08/2021","2,110","2,075","0","0","21","0","13,566","2,311","323","6,044.42","90","67","3.89%","",""
"13/08/2021","1,808","1,770","0","0","23","0","12,997","2,032","327","7,309.73","98","75","4.82%","",""
"14/08/2021","1,212","1,182","0","0","19","0","5,881","1,288","42","867.84","17","51","1.32%","",""
"15/08/2021","1,393","1,336","0","0","41","0","6,718","1,485","102","1,833.04","29","63","1.95%","",""
"16/08/2021","2,001","1,978","0","0","12","0","12,370","2,208","227","8,152.08","92","89","4.17%","",""
"17/08/2021","2,173","2,133","0","0","26","0","13,152","2,343","271","7,103.99","86","83","3.67%","",""
"18/08/2021","2,233","2,203","0","0","19","0","13,445","2,432","263","5,008.57","72","70","2.96%","",""
"19/08/2021","2,479","2,437","0","0","20","0","21,645","2,802","450","12,020.33","192","63","6.85%","",""
"20/08/2021","1,981","1,941","0","0","24","0","14,670","2,185","320","6,080.98","123","49","5.63%","",""
"21/08/2021","1,322","1,295","0","0","17","0","7,528","1,446","89","1,260.40","23","55","1.59%","",""
"22/08/2021","1,396","1,358","0","0","22","0","7,089","1,515","109","2,157.16","40","54","2.64%","",""
"23/08/2021","2,147","2,129","0","0","12","0","13,482","2,353","303","4,718.85","106","45","4.50%","",""
"24/08/2021","2,286","2,244","0","0","29","0","12,162","2,489","186","3,702.79","56","66","2.25%","",""
"25/08/2021","2,570","2,533","0","0","15","0","15,737","2,817","272","6,590.57","97","68","3.44%","",""
"26/08/2021","2,472","2,435","0","0","19","0","13,761","2,705","270","6,314.92","93","68","3.44%","",""
"27/08/2021","2,003","1,971","0","0","17","0","12,219","2,201","262","6,348.46","71","89","3.23%","",""
"28/08/2021","1,345","1,300","0","0","26","0","6,231","1,443","66","819.93","17","48","1.18%","",""
"29/08/2021","1,437","1,411","0","0","16","0","7,375","1,537","132","2,027.74","30","68","1.95%","",""
"30/08/2021","2,141","2,111","0","0","18","0","13,090","2,340","246","7,838.93","84","93","3.59%","",""
"31/08/2021","2,265","2,227","0","0","26","0","12,929","2,439","289","6,629.11","85","78","3.49%","",""
"01/09/2021","2,270","2,246","0","0","18","0","12,682","2,456","226","6,360.36","77","83","3.14%","",""
"02/09/2021","2,359","2,323","0","0","25","0","13,867","2,559","263","4,470.76","83","54","3.24%","",""
"03/09/2021","1,816","1,781","0","0","29","0","10,439","1,967","243","4,471.12","79","57","4.02%","",""
"04/09/2021","1,260","1,227","0","0","27","0","5,357","1,349","49","994.02","14","71","1.04%","",""
"05/09/2021","1,513","1,480","0","0","22","0","5,932","1,616","94","2,724.82","19","143","1.18%","",""
"06/09/2021","1,829","1,785","0","0","25","0","7,125","1,958","54","1,616.06","19","85","0.97%","",""
"07/09/2021","2,356","2,314","0","0","29","0","12,974","2,572","197","4,508.29","74","61","2.88%","",""
"08/09/2021","2,274","2,239","0","0","24","0","12,393","2,472","247","5,298.60","69","77","2.79%","",""
"09/09/2021","2,472","2,448","0","0","18","0","12,727","2,671","199","4,721.06","59","80","2.21%","",""
"10/09/2021","2,049","2,019","0","0","18","0","11,280","2,217","224","5,185.28","70","74","3.16%","",""
"11/09/2021","1,337","1,299","0","0","30","0","7,015","1,442","87","1,919.66","23","83","1.60%","",""
"12/09/2021","1,445","1,406","0","0","24","0","6,162","1,550","84","1,551.12","23","67","1.48%","",""
"13/09/2021","2,455","2,412","0","0","24","0","13,419","2,676","185","4,395.48","76","58","2.84%","",""
"14/09/2021","2,540","2,486","0","0","26","0","13,964","2,761","273","7,191.10","80","90","2.90%","",""
"15/09/2021","2,799","2,530","0","0","28","0","14,724","3,108","235","6,314.30","68","93","2.19%","",""
"16/09/2021","2,450","2,392","0","0","29","0","12,934","2,652","189","4,805.95","58","83","2.19%","",""
"17/09/2021","2,214","2,177","0","0","19","0","12,114","2,421","185","4,702.94","71","66","2.93%","",""
"18/09/2021","1,365","1,282","0","0","19","0","5,905","1,452","56","1,547.58","23","67","1.58%","",""
"19/09/2021","1,440","1,403","0","0","15","0","6,721","1,538","102","1,519.60","27","56","1.76%","",""
"20/09/2021","2,445","2,405","0","0","21","0","13,903","2,705","171","5,430.83","61","89","2.26%","",""
"21/09/2021","2,474","2,441","0","0","26","0","14,811","2,721","281","8,556.45","89","96","3.27%","",""
"22/09/2021","2,513","2,473","0","0","26","0","14,252","2,723","308","6,277.71","82","77","3.01%","",""
"23/09/2021","2,491","2,451","0","0","24","0","14,712","2,729","337","6,937.90","86","81","3.15%","",""
"24/09/2021","2,082","2,011","0","0","25","0","12,108","2,259","211","3,864.04","62","62","2.74%","",""
"25/09/2021","1,294","1,256","0","0","25","0","5,588","1,414","66","1,499.50","21","71","1.49%","",""
"26/09/2021","1,601","1,563","0","0","27","0","6,910","1,719","88","1,636.41","18","91","1.05%","",""
"27/09/2021","3,364","3,337","0","0","18","0","17,209","3,683","287","6,293.82","69","91","1.87%","",""
"28/09/2021","2,923","2,880","0","0","29","0","16,722","3,251","285","10,977.80","92","119","2.83%","",""
"29/09/2021","2,817","2,785","0","0","30","0","16,043","3,128","261","8,164.34","85","96","2.72%","",""
"30/09/2021","2,557","2,532","0","0","16","0","14,480","2,807","314","16,232.73","92","176","3.28%","",""
"01/10/2021","2,121","2,079","0","0","24","0","13,017","2,336","318","6,427.58","94","68","4.02%","",""
"02/10/2021","1,480","1,441","0","0","25","0","6,175","1,576","63","1,984.46","18","110","1.14%","",""
"03/10/2021","1,499","1,460","0","0","28","0","7,096","1,619","98","2,076.26","29","72","1.79%","",""
"04/10/2021","2,465","2,421","0","0","31","0","13,366","2,730","251","9,067.10","99","92","3.63%","",""
"05/10/2021","2,973","2,933","0","0","30","0","15,952","3,306","226","6,460.68","69","94","2.09%","",""
"06/10/2021","2,947","2,907","0","0","26","0","17,166","3,287","277","10,842.00","83","131","2.53%","",""
"07/10/2021","2,912","2,866","0","0","39","0","17,469","3,285","330","10,448.24","107","98","3.26%","",""
"08/10/2021","2,367","2,335","0","0","21","0","14,697","2,676","329","13,967.84","89","157","3.33%","",""
"09/10/2021","1,360","1,329","0","0","26","0","6,061","1,501","95","2,215.72","25","89","1.67%","",""
"10/10/2021","1,475","1,437","0","0","31","0","7,520","1,605","117","2,842.75","38","75","2.37%","",""
"11/10/2021","2,526","2,490","0","0","23","0","13,080","2,792","234","6,452.14","71","91","2.54%","",""
"12/10/2021","2,722","2,566","0","0","147","0","14,974","3,032","244","7,953.76","73","109","2.41%","",""
"13/10/2021","2,742","2,510","0","0","231","0","15,138","3,041","245","6,509.07","82","79","2.70%","",""
"14/10/2021","2,499","2,273","0","0","226","0","13,791","2,766","218","7,268.31","71","102","2.57%","",""
"15/10/2021","2,249","2,037","0","0","214","0","13,587","2,545","330","11,249.90","85","132","3.34%","",""
"16/10/2021","1,448","1,194","0","0","227","0","7,058","1,646","52","1,062.78","17","63","1.03%","",""
"17/10/2021","1,474","1,196","0","0","249","0","7,122","1,626","79","1,881.60","28","67","1.72%","",""
"18/10/2021","2,680","2,437","0","0","226","0","16,228","2,962","325","8,729.61","136","64","4.59%","",""
"19/10/2021","3,485","3,199","0","0","269","0","24,866","3,864","528","15,329.30","202","76","5.23%","",""
"20/10/2021","3,017","2,735","0","1","269","0","19,061","3,353","378","10,562.88","129","82","3.85%","",""
"21/10/2021","2,659","2,424","0","0","220","0","15,298","2,970","289","8,771.69","108","81","3.64%","",""
"22/10/2021","1,914","1,674","0","0","228","0","9,992","2,120","239","7,964.07","53","150","2.50%","",""
"23/10/2021","1,431","1,201","0","0","222","0","6,348","1,562","61","1,866.52","23","81","1.47%","",""
"24/10/2021","1,492","1,268","0","0","220","0","7,693","1,625","121","2,539.38","32","79","1.97%","",""
"25/10/2021","2,858","2,649","0","0","203","0","16,529","3,176","281","7,592.64","96","79","3.02%","",""
"26/10/2021","3,311","3,043","0","0","264","0","20,109","3,675","356","12,623.43","126","100","3.43%","",""
"27/10/2021","2,787","2,550","0","0","231","0","15,271","3,105","295","6,181.45","86","72","2.77%","",""
"28/10/2021","2,772","2,522","0","0","241","0","15,848","3,054","331","12,438.99","100","124","3.27%","",""
"29/10/2021","2,286","2,061","0","0","217","0","14,339","2,554","396","11,639.17","128","91","5.01%","",""
"30/10/2021","1,375","1,169","0","0","197","0","6,205","1,534","97","3,131.12","21","149","1.37%","",""
"31/10/2021","1,398","1,237","0","0","155","0","6,383","1,526","118","3,696.52","31","119","2.03%","",""
"01/11/2021","2,510","2,278","0","1","222","0","16,243","2,840","360","9,070.32","127","71","4.47%","",""
"02/11/2021","2,685","2,398","0","0","280","0","15,613","2,973","349","16,404.10","111","148","3.73%","",""
"03/11/2021","3,384","3,028","0","1","348","0","20,780","3,784","459","12,331.64","131","94","3.46%","",""
"04/11/2021","3,260","2,938","0","0","311","0","19,822","3,661","402","12,077.09","124","97","3.39%","",""
"05/11/2021","2,528","2,250","0","0","269","0","15,298","2,829","443","10,368.09","128","81","4.52%","",""
